id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
r-0470_m0	=	m_0	123977_gene	CustomReaction_m0				(1)  cpd00007[m0] + (2)  cpd00067[m0] + (4)  cpd00110[m0] <=> (2)  cpd00001[m0] + (2)  cpd00067[c0] + (4)  cpd00109[m0]	(1)  O2[m0] + (2)  H+[m0] + (4)  Cytochrome c2+[m0] <=> (2)  H2O[m0] + (2)  H+[c0] + (4)  Cytochrome c3+[m0]	rxn00000				
r-2010_e0	=	Extracellular_0	112544_gene	CustomReaction_e0				(1)  M-s-5008_e0[e0] <=> (1)  M-s-5009_e0[e0] + (1)  cpd00211[e0]	(1)  tributyrin[e0] <=> (1)  dibutyrin[e0] + (1)  Butyrate[e0]	rxn00000				
r-0637_m0	=	m_0	48673_gene	CustomReaction_m0				(1)  M-s-1476-b_m0[m0] + (1)  cpd00002[m0] + (1)  cpd00322[m0] <=> (1)  cpd00012[m0] + (1)  cpd00018[m0] + (1)  cpd12256[m0]	(1)  tRNA(Ile) , mitchondrial[m0] + (1)  ATP[m0] + (1)  L-Isoleucine[m0] <=> (1)  PPi[m0] + (1)  AMP[m0] + (1)  L-Isoleucyl-tRNA(Ile) [m0]	rxn00000				
r-0783_c0	=	Cytosol_0	145911_gene	CustomReaction_c0				(1)  cpd00239[c0] + (1)  cpd00790[c0] <=> (1)  cpd00049[c0] + (1)  cpd00067[c0] + (1)  cpd00135[c0]	(1)  H2S[c0] + (1)  O-Acetyl-L-homoserine[c0] <=> (1)  Carboxylic acid[c0] + (1)  H+[c0] + (1)  Homocysteine[c0]	rxn00000				
r-0457_m0	=	m_0	129744_gene	CustomReaction_m0				(1)  M-s-0479_m0[m0] + (2)  cpd00005[m0] + (3)  cpd00067[m0] + (1)  cpd11468[m0] <=> (1)  M-s-1496-b_m0[m0] + (1)  cpd00001[m0] + (2)  cpd00006[m0] + (1)  cpd00011[m0] + (1)  cpd11466[m0]	(1)  carboxyacetyl-[acyl-carrier protein][m0] + (2)  NADPH[m0] + (3)  H+[m0] + (1)  Dodecanoyl-ACP[m0] <=> (1)  acyl-carrier protein[m0] + (1)  H2O[m0] + (2)  NADP[m0] + (1)  CO2[m0] + (1)  Myristoyl-ACP[m0]	rxn00000				
r-111-bh_m0	=	m_0	114100_gene	CustomReaction_m0				(1)  M-s-2770_m0[m0] + (1)  cpd00001[m0] <=> (1)  M-s-2743_m0[m0] + (1)  M-s-2766_m0[m0]	(1)  inositol phosphomannosylinositol phosphoceramide B (C24) [m0] + (1)  H2O[m0] <=> (1)  ceramide-2 (C24) [m0] + (1)  mannose-(1D-myo-inositol 1-phosphate) 2[m0]	rxn00000				
r-0936_c0	=	Cytosol_0	109160_gene	CustomReaction_c0				(1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd02651[c0] <=> (1)  cpd00006[c0] + (1)  cpd00129[c0]	(1)  NADPH[c0] + (2)  H+[c0] + (1)  3,4-Dihydro-2H-Pyrrole-2-carboxylate[c0] <=> (1)  NADP[c0] + (1)  L-Proline[c0]	rxn00000				
r-85-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2732_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-2663_r0[r0] + (1)  M-s-2724_r0[r0]	(1)  inositol phosphomannosylinositol phosphoceramide D (C24) [r0] + (1)  H2O[r0] <=> (1)  ceramide-4 (C24) [r0] + (1)  mannose-(1D-myo-inositol 1-phosphate) 2[r0]	rxn00000				
r-60-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2705_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-1064_r0[r0] + (1)  cpd02484[r0]	(1)  inositol-P-ceramide B' (C26) [r0] + (1)  H2O[r0] <=> (1)  ceramide-2' (C26) [r0] + (1)  Inositol 3-phosphate[r0]	rxn00000				
r-63-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2708_r0[r0] + (1)  cpd00001[r0] <=> (1)  cpd02484[r0] + (1)  cpd25293_r0[r0]	(1)  inositol-P-ceramide C (C24) [r0] + (1)  H2O[r0] <=> (1)  Inositol 3-phosphate[r0] + (1)  N-(2-hydroxytetracosanoyl) -4-hydroxysphinganine[r0]	rxn00000				
r-0546_m0	=	m_0	118734_gene	CustomReaction_m0				(1)  M-s-1286_m0[m0] + (1)  cpd00087[m0] <=> (1)  M-s-0308_m0[m0] + (1)  cpd00013[m0] + (1)  cpd00449[m0]	(1)  S(8) -aminomethyldihydrolipoamide[m0] + (1)  Tetrahydrofolate[m0] <=> (1)  5,10-methylenetetrahydrofolate(2-) [m0] + (1)  NH3[m0] + (1)  Dihydrolipoamide[m0]	rxn00000				
r-1184_m0	=	m_0	120481_gene	CustomReaction_m0				(1)  M-s-0507_c0[c0] + (1)  M-s-0848_m0[m0] <=> (1)  M-s-0509_m0[m0] + (1)  M-s-0847_c0[c0]	(1)  citrate(3-) [c0] + (1)  isocitrate(3-) [m0] <=> (1)  citrate(3-) [m0] + (1)  isocitrate(3-) [c0]	rxn00000				
r-0130_m0	=	m_0	86679_gene	CustomReaction_m0				(1)  M-s-1071_m0[m0] + (1)  cpd00002[m0] <=> (1)  cpd00008[m0] + (1)  cpd02552[m0]	(1)  N-acetyl-L-glutamate(2-) [m0] + (1)  ATP[m0] <=> (1)  ADP[m0] + (1)  n-acetylglutamyl-phosphate[m0]	rxn00000				
r-68-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2714_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-1077_r0[r0] + (1)  cpd16887_r0[r0]	(1)  mannosylinositol phosphorylceramide A (C26) [r0] + (1)  H2O[r0] <=> (1)  ceramide-1 (C26) [r0] + (1)  mannose-1D-myo-Inositol 1-phosphate[r0]	rxn00000				
r-0558_r0	=	r_0	139205_gene	CustomReaction_r0				(1)  M-s-0344_r0[r0] + (1)  cpd00485[r0] <=> (1)  M-s-0346_r0[r0] + (1)  cpd11619[r0]	(1)  6-O-{2-O-[(2-aminoethyl) phosphoryl]-alpha-D-mannosyl-(1->4) -alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[r0] + (1)  D-Mannose1-phosphate[r0] <=> (1)  6-O-{alpha-D-mannosyl-(1->6) -2-O-[(2-aminoethyl) phosphoryl]-alpha-D-mannosyl-(1->4) -alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol[r0] + (1)  Dolichyl phosphate[r0]	rxn00000				
r-1025_m0	=	m_0	66990_gene	CustomReaction_m0				(1)  M-s-1518_m0[m0] + (1)  cpd00005[m0] + (1)  cpd00067[m0] <=> (1)  cpd00006[m0] + (1)  cpd11421[m0]	(1)  YLR043C disulphide[m0] + (1)  NADPH[m0] + (1)  H+[m0] <=> (1)  NADP[m0] + (1)  trdrd[m0]	rxn00000				
r-0732_c0	=	Cytosol_0	150884_gene	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd01749[c0] <=> (1)  M-s-0689_c0[c0] + (1)  cpd00067[c0] + (1)  cpd00275[c0]	(1)  H2O[c0] + (1)  N-Formylkynurenine[c0] <=> (1)  formate[c0] + (1)  H+[c0] + (1)  L-Kynurenine[c0]	rxn00000				
r-0808_c0	=	Cytosol_0	(117813_gene or 117802_gene)	CustomReaction_c0				(1)  M-s-1530-b_c0[c0] + (1)  cpd00134[c0] <=> (1)  M-s-2547_c0[c0]	(1)  SNC1[c0] + (1)  Palmitoyl-CoA[c0] <=> (1)  palmitoylated YAL030W[c0]	rxn00000				
r-61-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2706_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-1079_r0[r0] + (1)  cpd02484[r0]	(1)  inositol-P-ceramide B (C24) [r0] + (1)  H2O[r0] <=> (1)  ceramide-2 (C24) [r0] + (1)  Inositol 3-phosphate[r0]	rxn00000				
r-95-bh_m0	=	m_0	114100_gene	CustomReaction_m0				(1)  M-s-2750_m0[m0] + (1)  cpd00001[m0] <=> (1)  M-s-2751_m0[m0] + (1)  cpd02484[m0]	(1)  inositol-P-ceramide D (C24) [m0] + (1)  H2O[m0] <=> (1)  ceramide-4 (C24) [m0] + (1)  Inositol 3-phosphate[m0]	rxn00000				
r-83-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2730_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-2724_r0[r0] + (1)  cpd25293_r0[r0]	(1)  inositol phosphomannosylinositol phosphoceramide C (C24) [r0] + (1)  H2O[r0] <=> (1)  mannose-(1D-myo-inositol 1-phosphate) 2[r0] + (1)  N-(2-hydroxytetracosanoyl) -4-hydroxysphinganine[r0]	rxn00000				
r-1204_e0	=	Extracellular_0	49613_gene	CustomReaction_e0				(1)  cpd00067[e0] + (1)  cpd00082[e0] <=> (1)  cpd00067[c0] + (1)  cpd00082[c0]	(1)  H+[e0] + (1)  D-Fructose[e0] <=> (1)  H+[c0] + (1)  D-Fructose[c0]	rxn00000				
r-65-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2710_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-2663_r0[r0] + (1)  cpd02484[r0]	(1)  inositol-P-ceramide D (C24) [r0] + (1)  H2O[r0] <=> (1)  ceramide-4 (C24) [r0] + (1)  Inositol 3-phosphate[r0]	rxn00000				
r-0782_c0	=	Cytosol_0	145911_gene	CustomReaction_c0				(1)  cpd00324[c0] + (1)  cpd00790[c0] <=> (1)  cpd00049[c0] + (1)  cpd00060[c0] + (1)  cpd00067[c0]	(1)  MTTL[c0] + (1)  O-Acetyl-L-homoserine[c0] <=> (1)  Carboxylic acid[c0] + (1)  L-Methionine[c0] + (1)  H+[c0]	rxn00000				
r-2011_e0	=	Extracellular_0	112544_gene	CustomReaction_e0				(1)  M-s-5009_e0[e0] <=> (1)  M-s-5011_e0[e0] + (1)  cpd00211[e0]	(1)  dibutyrin[e0] <=> (1)  monobutyrate[e0] + (1)  Butyrate[e0]	rxn00000				
r-0343_c0	=	Cytosol_0	124175_gene	CustomReaction_c0				(1)  M-s-0525_c0[c0] + (1)  cpd00001[c0] + (1)  cpd00067[c0] <=> (1)  cpd00013[c0] + (1)  cpd00249[c0]	(1)  cytidine[c0] + (1)  H2O[c0] + (1)  H+[c0] <=> (1)  NH3[c0] + (1)  Uridine[c0]	rxn00000				
r-92-bh_m0	=	m_0	114100_gene	CustomReaction_m0				(1)  M-s-2744_m0[m0] + (1)  cpd00001[m0] <=> (1)  M-s-2745_m0[m0] + (1)  cpd02484[m0]	(1)  inositol-P-ceramide B (C26) [m0] + (1)  H2O[m0] <=> (1)  ceramide-2 (C26) [m0] + (1)  Inositol 3-phosphate[m0]	rxn00000				
r-76-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2722_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-2664_r0[r0] + (1)  cpd16887_r0[r0]	(1)  mannosylinositol phosphorylceramide D (C26) [r0] + (1)  H2O[r0] <=> (1)  ceramide-4 (C26) [r0] + (1)  mannose-1D-myo-Inositol 1-phosphate[r0]	rxn00000				
r-102-bh_m0	=	m_0	114100_gene	CustomReaction_m0				(1)  M-s-2760_m0[m0] + (1)  cpd00001[m0] <=> (1)  M-s-2745_m0[m0] + (1)  cpd16887_m0[m0]	(1)  mannosylinositol phosphorylceramide B (C26) [m0] + (1)  H2O[m0] <=> (1)  ceramide-2 (C26) [m0] + (1)  mannose-1D-myo-Inositol 1-phosphate[m0]	rxn00000				
r-106-bh_m0	=	m_0	114100_gene	CustomReaction_m0				(1)  M-s-2764_m0[m0] + (1)  cpd00001[m0] <=> (1)  M-s-2753_m0[m0] + (1)  cpd16887_m0[m0]	(1)  mannosylinositol phosphorylceramide D (C26) [m0] + (1)  H2O[m0] <=> (1)  ceramide-4 (C26) [m0] + (1)  mannose-1D-myo-Inositol 1-phosphate[m0]	rxn00000				
r-1269_x0	=	x_0	117688_gene	CustomReaction_x0				(1)  cpd00001[x0] + (1)  cpd00002[x0] + (1)  cpd00134[c0] <=> (1)  cpd00008[x0] + (1)  cpd00009[x0] + (1)  cpd00067[x0] + (1)  cpd00134[x0]	(1)  H2O[x0] + (1)  ATP[x0] + (1)  Palmitoyl-CoA[c0] <=> (1)  ADP[x0] + (1)  Phosphate[x0] + (1)  H+[x0] + (1)  Palmitoyl-CoA[x0]	rxn00000				
r-62-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2707_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-1076_r0[r0] + (1)  cpd02484[r0]	(1)  inositol-P-ceramide B (C26) [r0] + (1)  H2O[r0] <=> (1)  ceramide-2 (C26) [r0] + (1)  Inositol 3-phosphate[r0]	rxn00000				
rxn09566_c0	=	Cytosol_0	117043_gene	pyridoxal oxidase_c0		93.6		(2)  cpd00001[c0] + (0.5)  cpd00007[c0] + (1)  cpd00013[c0] + (1)  cpd00215[c0] <=> (2)  cpd00025[c0] + (1)  cpd00419[c0]	(2)  H2O[c0] + (0.5)  O2[c0] + (1)  NH3[c0] + (1)  Pyridoxal[c0] <=> (2)  H2O2[c0] + (1)  PM[c0]	rxn09566	PYDXO			
r-10-hm_c0	=	Cytosol_0	64497_gene	CustomReaction_c0				(1)  cpd00096[c0] + (1)  cpd11421[c0] <=> (1)  M-s-1517_c0[c0] + (1)  cpd00001[c0] + (1)  cpd00533[c0]	(1)  CDP[c0] + (1)  trdrd[c0] <=> (1)  YLR043C disulphide[c0] + (1)  H2O[c0] + (1)  dCDP[c0]	rxn00000				
r-0460_m0	=	m_0	129744_gene	CustomReaction_m0				(1)  M-s-0479_m0[m0] + (3)  cpd00005[m0] + (1)  cpd00007[m0] + (4)  cpd00067[m0] + (1)  cpd11466[m0] <=> (1)  M-s-0504_m0[m0] + (1)  M-s-1496-b_m0[m0] + (3)  cpd00001[m0] + (3)  cpd00006[m0] + (1)  cpd00011[m0]	(1)  carboxyacetyl-[acyl-carrier protein][m0] + (3)  NADPH[m0] + (1)  O2[m0] + (4)  H+[m0] + (1)  Myristoyl-ACP[m0] <=> (1)  cis-palmitoleoyl-[acyl-carrier protein][m0] + (1)  acyl-carrier protein[m0] + (3)  H2O[m0] + (3)  NADP[m0] + (1)  CO2[m0]	rxn00000				
r-84-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2731_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-1062_r0[r0] + (1)  M-s-2724_r0[r0]	(1)  inositol phosphomannosylinositol phosphoceramide C (C26) [r0] + (1)  H2O[r0] <=> (1)  ceramide-3 (C26) [r0] + (1)  mannose-(1D-myo-inositol 1-phosphate) 2[r0]	rxn00000				
r-78-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2725_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-1077_r0[r0] + (1)  M-s-2724_r0[r0]	(1)  inositol phosphomannosylinositol phosphoceramide A (C26) [r0] + (1)  H2O[r0] <=> (1)  ceramide-1 (C26) [r0] + (1)  mannose-(1D-myo-inositol 1-phosphate) 2[r0]	rxn00000				
r-0461_m0	=	m_0	129744_gene	CustomReaction_m0				(1)  M-s-0479_m0[m0] + (1)  M-s-1186_m0[m0] + (2)  cpd00005[m0] + (3)  cpd00067[m0] <=> (1)  M-s-1496-b_m0[m0] + (1)  cpd00001[m0] + (2)  cpd00006[m0] + (1)  cpd00011[m0] + (1)  cpd12458[m0]	(1)  carboxyacetyl-[acyl-carrier protein][m0] + (1)  palmitoyl-[acyl-carrier protein][m0] + (2)  NADPH[m0] + (3)  H+[m0] <=> (1)  acyl-carrier protein[m0] + (1)  H2O[m0] + (2)  NADP[m0] + (1)  CO2[m0] + (1)  Stearoyl-[acyl-carrier protein][m0]	rxn00000				
r-72-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2718_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-1076_r0[r0] + (1)  cpd16887_r0[r0]	(1)  mannosylinositol phosphorylceramide B (C26) [r0] + (1)  H2O[r0] <=> (1)  ceramide-2 (C26) [r0] + (1)  mannose-1D-myo-Inositol 1-phosphate[r0]	rxn00000				
r-0458_m0	=	m_0	129744_gene	CustomReaction_m0				(1)  M-s-0479_m0[m0] + (3)  cpd00005[m0] + (1)  cpd00007[m0] + (4)  cpd00067[m0] + (1)  cpd11468[m0] <=> (1)  M-s-0074_m0[m0] + (1)  M-s-1496-b_m0[m0] + (3)  cpd00001[m0] + (3)  cpd00006[m0] + (1)  cpd00011[m0]	(1)  carboxyacetyl-[acyl-carrier protein][m0] + (3)  NADPH[m0] + (1)  O2[m0] + (4)  H+[m0] + (1)  Dodecanoyl-ACP[m0] <=> (1)  (Z) -tetradec-7-enoyl-[acyl-carrier protein][m0] + (1)  acyl-carrier protein[m0] + (3)  H2O[m0] + (3)  NADP[m0] + (1)  CO2[m0]	rxn00000				
r-98-bh_m0	=	m_0	114100_gene	CustomReaction_m0				(1)  M-s-2756_m0[m0] + (1)  cpd00001[m0] <=> (1)  M-s-2737_m0[m0] + (1)  cpd16887_m0[m0]	(1)  mannosylinositol phosphorylceramide A (C26) [m0] + (1)  H2O[m0] <=> (1)  ceramide-1 (C26) [m0] + (1)  mannose-1D-myo-Inositol 1-phosphate[m0]	rxn00000				
r-1205_e0	=	Extracellular_0	49613_gene	CustomReaction_e0				(1)  cpd00067[e0] + (1)  cpd00108[e0] <=> (1)  cpd00067[c0] + (1)  cpd00108[c0]	(1)  H+[e0] + (1)  Galactose[e0] <=> (1)  H+[c0] + (1)  Galactose[c0]	rxn00000				
r-1268_x0	=	x_0	117688_gene	CustomReaction_x0				(1)  cpd00001[x0] + (1)  cpd00002[x0] + (1)  cpd15295[c0] <=> (1)  cpd00008[x0] + (1)  cpd00009[x0] + (1)  cpd00067[x0] + (1)  cpd15295[x0]	(1)  H2O[x0] + (1)  ATP[x0] + (1)  Tetradecenoyl-CoA[c0] <=> (1)  ADP[x0] + (1)  Phosphate[x0] + (1)  H+[x0] + (1)  Tetradecenoyl-CoA[x0]	rxn00000				
rxn06046_m0	=	m_0	119510_gene	CustomReaction_m0		-23.56		(1)  cpd00121[m0] + (1)  cpd11427_m0[m0] <=> (1)  cpd00046[m0] + (2)  cpd00067[m0] + (1)  cpd11822[m0]	(1)  L-Inositol[m0] + (1)  CDP-diacylglycerol[m0] <=> (1)  CMP[m0] + (2)  H+[m0] + (1)  1-Phosphatidyl-myo-inositol[m0]	rxn06046		R01802	Inositol phosphate metabolism|Glycerophospholipid metabolism	
r-14-hm_c0	=	Cytosol_0	64497_gene	CustomReaction_c0				(1)  cpd00056[c0] + (1)  cpd11421[c0] <=> (1)  M-s-1517_c0[c0] + (1)  cpd00001[c0] + (1)  cpd00297[c0]	(1)  TPP[c0] + (1)  trdrd[c0] <=> (1)  YLR043C disulphide[c0] + (1)  H2O[c0] + (1)  dTDP[c0]	rxn00000				
r-1492_m0	=	m_0	117171_gene	CustomReaction_m0				(1)  cpd00017[c0] <=> (1)  cpd00017[m0]	(1)  S-Adenosyl-L-methionine[c0] <=> (1)  S-Adenosyl-L-methionine[m0]	rxn00000				
r-86-bh_r0	=	r_0	114100_gene	CustomReaction_r0				(1)  M-s-2733_r0[r0] + (1)  cpd00001[r0] <=> (1)  M-s-2664_r0[r0] + (1)  M-s-2724_r0[r0]	(1)  inositol phosphomannosylinositol phosphoceramide D (C26) [r0] + (1)  H2O[r0] <=> (1)  ceramide-4 (C26) [r0] + (1)  mannose-(1D-myo-inositol 1-phosphate) 2[r0]	rxn00000				
r-1272_x0	=	x_0	117688_gene	CustomReaction_x0				(1)  M-s-1129_c0[c0] + (1)  cpd00001[x0] + (1)  cpd00002[x0] <=> (1)  M-s-1130_x0[x0] + (1)  cpd00008[x0] + (1)  cpd00009[x0] + (1)  cpd00067[x0]	(1)  octadec-9-ynoyl-CoA[c0] + (1)  H2O[x0] + (1)  ATP[x0] <=> (1)  octadec-9-ynoyl-CoA[x0] + (1)  ADP[x0] + (1)  Phosphate[x0] + (1)  H+[x0]	rxn00000				
rxn02084_c0	=	Cytosol_0	117845_gene	Acetyl-CoA:aralkylamine N-acetyltransferase_c0		-5.29		(1)  cpd00022[c0] + (1)  cpd00579[c0] <=> (1)  cpd00010[c0] + (1)  cpd00721[c0]	(1)  Acetyl-CoA[c0] + (1)  Serotonin[c0] <=> (1)  CoA[c0] + (1)  N-Acetylserotonin[c0]	rxn02084		R02911	Tryptophan metabolism	Biosynthesis|HORMONE-SYN
R-r921_m0	=	m_0	123299_gene	CustomReaction_m0				(1)  M-C120CAR-m_m0[m0] + (1)  cpd00010[m0] <=> (1)  cpd00266[m0] + (1)  cpd01260[m0]	(1)  dodecanoyl-carnitine[m0] + (1)  CoA[m0] <=> (1)  Carnitine[m0] + (1)  Lauroyl-CoA[m0]	rxn00000				
R-r756_c0	=	Cytosol_0	55461_gene	CustomReaction_c0				(1)  M-CLPIGP-c_c0[c0] + (1)  cpd00001[c0] <=> (1)  cpd00009[c0] + (1)  cpd11652[c0]	(1)  3(3-sn-phosphatidyl) -sn-glycerol 1-phosphate used for cardiolipin biosynthesis[c0] + (1)  H2O[c0] <=> (1)  Phosphate[c0] + (1)  Phosphatidylglycerol[c0]	rxn00000				
R-r612_e0	=	Extracellular_0	83725_gene	CustomReaction_e0				(1)  M-HCO3-e_e0[e0] + (2)  cpd00002[e0] + (1)  cpd00053[e0] <=> (2)  cpd00008[e0] + (1)  cpd00009[e0] + (1)  cpd00023[e0] + (1)  cpd00146[e0]	(1)  HCO3[e0] + (2)  ATP[e0] + (1)  L-Glutamine[e0] <=> (2)  ADP[e0] + (1)  Phosphate[e0] + (1)  L-Glutamate[e0] + (1)  Carbamoylphosphate[e0]	rxn00000				
R-r316_c0	=	Cytosol_0	122962_gene	CustomReaction_c0				(1)  cpd00002[c0] + (1)  cpd00051[c0] + (1)  cpd11615[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd12036[c0]	(1)  ATP[c0] + (1)  L-Arginine[c0] + (1)  tRNA[c0] <=> (1)  PPi[c0] + (1)  AMP[c0] + (1)  L-Arginyl-tRNA[c0]	rxn00000				
R-r919_c0	=	Cytosol_0	123299_gene	CustomReaction_c0				(1)  cpd00266[c0] + (1)  cpd01260[c0] <=> (1)  M-C120CAR-c_c0[c0] + (1)  cpd00010[c0]	(1)  Carnitine[c0] + (1)  Lauroyl-CoA[c0] <=> (1)  dodecanoyl-carnitine[c0] + (1)  CoA[c0]	rxn00000				
R-r1136_c0	=	Cytosol_0	123850_gene	CustomReaction_c0				(1)  M-OGT-c_c0[c0] + (1)  cpd00005[c0] <=> (1)  cpd00006[c0] + (2)  cpd00042[c0]	(1)  oxidized glutathione[c0] + (1)  NADPH[c0] <=> (1)  NADP[c0] + (2)  GSH[c0]	rxn00000				
R-r924_m0	=	m_0	123299_gene	CustomReaction_m0				(1)  M-C140CAR-m_m0[m0] + (1)  cpd00010[m0] <=> (1)  cpd00266[m0] + (1)  cpd01695[m0]	(1)  myristoyl-Carnitine[m0] + (1)  CoA[m0] <=> (1)  Carnitine[m0] + (1)  Myristoyl-CoA[m0]	rxn00000				
R-r185_c0	=	Cytosol_0	120228_gene	CustomReaction_c0				(1)  cpd00001[c0] + (1)  cpd01157[c0] <=> (1)  cpd00122[c0]	(1)  H2O[c0] + (1)  Chitobiose[c0] <=> (1)  N-Acetyl-D-glucosamine[c0]	rxn00000				
R-r922_c0	=	Cytosol_0	123299_gene	CustomReaction_c0				(1)  cpd00266[c0] + (1)  cpd01695[c0] <=> (1)  M-C140CAR-c_c0[c0] + (1)  cpd00010[c0]	(1)  Carnitine[c0] + (1)  Myristoyl-CoA[c0] <=> (1)  myristoyl-Carnitine[c0] + (1)  CoA[c0]	rxn00000				
R-r930_m0	=	m_0	123299_gene	CustomReaction_m0				(1)  M-C180CAR-m_m0[m0] + (1)  cpd00010[m0] <=> (1)  cpd00266[m0] + (1)  cpd00327[m0]	(1)  stearoyl-Carnitine[m0] + (1)  CoA[m0] <=> (1)  Carnitine[m0] + (1)  strcoa[m0]	rxn00000				
R-r253_c0	=	Cytosol_0	123781_gene	CustomReaction_e0				(4)  M-H-PO-c_c0[c0] + (0.5)  cpd00007[c0] + (2)  cpd00110[c0] <=> (4)  M-H-PO-e_e0[e0] + (1)  cpd00001[c0] + (2)  cpd00109[c0]	(4)  H(+) [c0] + (0.5)  O2[c0] + (2)  Cytochrome c2+[c0] <=> (4)  H(+) [e0] + (1)  H2O[c0] + (2)  Cytochrome c3+[c0]	rxn00000				
rxn06937_c0	<=>	Cytosol_0	119264_gene	L-glutamate:tRNA(Glu) ligase (AMP-forming)				(1)  cpd00002[c0] + (1)  cpd00023[c0] + (1)  cpd11912[c0] <=> (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd12227[c0]	(1)  ATP[c0] + (1)  L-Glutamate[c0] + (1)  tRNA-Glu[c0] <=> (1)  PPi[c0] + (1)  AMP[c0] + (1)  H+[c0] + (1)  L-Glutamyl-tRNA-Glu[c0]	rxn06937	GLUTRS	R05578	Porphyrin and chlorophyll metabolism|Aminoacyl-tRNA biosynthesis	
rxn20162_c0	<=>	Cytosol_0	115726_gene	malate synthase		-8.97		(1)  cpd00001[c0] + (1)  cpd00022[c0] + (1)  cpd00040[c0] <=> (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd00130[c0]	(1)  H2O[c0] + (1)  Acetyl-CoA[c0] + (1)  Glyoxalate[c0] <=> (1)  CoA[c0] + (1)  H+[c0] + (1)  L-Malate[c0]	rxn20162	MALSp			Alcohol-Degradation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|GLYCOL-GLYOXDEG-PWY|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXDEG-PWY|GLYOXYLATE-BYPASS|Glycolate-Degradation|P105-PWY|TCA-GLYOX-BYPASS|TCA-VARIANTS
rxn01636_c0	<=>	Cytosol_0	118900_gene	N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase	2.3.1.35	0		(1)  cpd00023[c0] + (1)  cpd00342[c0] <=> (1)  cpd00064[c0] + (1)  cpd00477[c0]	(1)  L-Glutamate[c0] + (1)  N-Acetylornithine[c0] <=> (1)  Ornithine[c0] + (1)  N-Acetyl-L-glutamate[c0]	rxn01636		R02282	Arginine and proline metabolism	ARGININE-SYN|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN
rxn00872_c0	<=>	Cytosol_0	123555_gene	Butanoyl-CoA:oxygen 2-oxidoreductase		7.23		(1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd00120[c0] <=> (1)  cpd00650[c0] + (1)  cpd00982[c0]	(1)  FAD[c0] + (1)  H+[c0] + (1)  Butyryl-CoA[c0] <=> (1)  Crotonyl-CoA[c0] + (1)  FADH2[c0]	rxn00872	ACOAD1f	R01175	Fatty acid degradation	
